Concept,Member,#Fully specified name:es,#Fully specified name:en,Member Type,Sort Weight,Void/Retire
7014024a-c0d0-4885-beab-f5166619be7c,117529AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,embarazo de alto riesgo,High-risk pregnancy,CONCEPT-SET,162,
7014024a-c0d0-4885-beab-f5166619be7c,3ccc9624-26fe-102b-80cb-0017a47871b2,Embarazo ectópico,"Pregnancy, Ectopic",CONCEPT-SET,163,
7014024a-c0d0-4885-beab-f5166619be7c,115491AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,embarazo múltiple,Multiple gestation,CONCEPT-SET,164,
7014024a-c0d0-4885-beab-f5166619be7c,138834AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Encefalopatía hepática,Hepatic encephalopathy,CONCEPT-SET,165,
7014024a-c0d0-4885-beab-f5166619be7c,156720AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Encefalopatía hipóxico-isquémica del recien nacido,Hypoxic ischemic encephalopathy of newborn,CONCEPT-SET,166,
7014024a-c0d0-4885-beab-f5166619be7c,118631AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Endometriosis uterina,Endometriosis,CONCEPT-SET,167,
7014024a-c0d0-4885-beab-f5166619be7c,d4c6945e-9328-4d0c-91c5-20c853f0afa6,Enfermedad cardiaca congénita,Congenital heart disease,CONCEPT-SET,168,
7014024a-c0d0-4885-beab-f5166619be7c,fe7787ea-59ba-4427-b3df-62e9dc74d4a3,Enfermedad cardiaca hipertensiva,Hypertensive heart disease,CONCEPT-SET,169,
7014024a-c0d0-4885-beab-f5166619be7c,119354AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,enfermedad causada por la superfamilia Filarioidea,Filariasis,CONCEPT-SET,170,
7014024a-c0d0-4885-beab-f5166619be7c,117625AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,enfermedad hemolítica del feto O recién nacido por isoinmunización,Hemolytic disease due to isoimmunization of fetus or newborn,CONCEPT-SET,171,
7014024a-c0d0-4885-beab-f5166619be7c,117606AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,enfermedad hemorrágica del recién nacido por deficiencia de vitamina K,Hemorrhagic disease of newborn,CONCEPT-SET,172,
7014024a-c0d0-4885-beab-f5166619be7c,3ccc7d2e-26fe-102b-80cb-0017a47871b2,enfermedad hepática inflamatoria,Hepatitis,CONCEPT-SET,173,
7014024a-c0d0-4885-beab-f5166619be7c,151673AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Enfermedad infecciosa,Infectious Disease Nos,CONCEPT-SET,174,
7014024a-c0d0-4885-beab-f5166619be7c,116695AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,enfermedad infecciosa intestinal,Intestinal Infection,CONCEPT-SET,175,
7014024a-c0d0-4885-beab-f5166619be7c,133393AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,enfermedad infecciosa neonatal,Infection of Newborn,CONCEPT-SET,176,
7014024a-c0d0-4885-beab-f5166619be7c,3cd4ff6c-26fe-102b-80cb-0017a47871b2,Enfermedad inflamatoria pélvica,Inflammatory Disease of Female Pelvic Organs and Tissues,CONCEPT-SET,177,
7014024a-c0d0-4885-beab-f5166619be7c,122746AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,enfermedad por virus Zika,Zika virus disease,CONCEPT-SET,178,
7014024a-c0d0-4885-beab-f5166619be7c,be7adab0-2ed5-44d7-972e-586911b08c8e,Enfermedad pulmonar obstructiva crónica,Chronic obstructive pulmonary disease,CONCEPT-SET,179,
7014024a-c0d0-4885-beab-f5166619be7c,3cce6116-26fe-102b-80cb-0017a47871b2,Enfermedada de transmisión sexual,Sexually transmitted infection,CONCEPT-SET,180,
7014024a-c0d0-4885-beab-f5166619be7c,3cce0a90-26fe-102b-80cb-0017a47871b2,Epilepsia,Epilepsy,CONCEPT-SET,181,
7014024a-c0d0-4885-beab-f5166619be7c,141064AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,erisipela,Erysipelas,CONCEPT-SET,182,
7014024a-c0d0-4885-beab-f5166619be7c,125516AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,eritema solar de primer grado,Sunburn of First Degree,CONCEPT-SET,183,
7014024a-c0d0-4885-beab-f5166619be7c,3ccd2986-26fe-102b-80cb-0017a47871b2,Escabiasis,Scabies,CONCEPT-SET,184,
7014024a-c0d0-4885-beab-f5166619be7c,155720AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Escoliosis congénita por malformación osea congénita,Congenital scoliosis due to congenital bony malformation,CONCEPT-SET,185,
7014024a-c0d0-4885-beab-f5166619be7c,133468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,esguince de cuello,Neck sprain,CONCEPT-SET,186,
7014024a-c0d0-4885-beab-f5166619be7c,126046AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,esguince de los ligamentos cruzados de la rodilla,Sprain of Cruciate Ligament of Knee,CONCEPT-SET,187,
7014024a-c0d0-4885-beab-f5166619be7c,112783AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Esguince o desgarro muscular de tobillo,Ankle sprain or strain,CONCEPT-SET,188,
7014024a-c0d0-4885-beab-f5166619be7c,118510AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,esofagitis,Esophagitis,CONCEPT-SET,189,
7014024a-c0d0-4885-beab-f5166619be7c,125943AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,estado epiléptico,Status Epilepticus,CONCEPT-SET,190,
7014024a-c0d0-4885-beab-f5166619be7c,143749AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Estenósis pilórica congénita,Congenital Pyloric Stenosis,CONCEPT-SET,191,
7014024a-c0d0-4885-beab-f5166619be7c,3cebb5fe-26fe-102b-80cb-0017a47871b2,Estomatitis candidiasica,"Candidiasis, oral",CONCEPT-SET,192,
7014024a-c0d0-4885-beab-f5166619be7c,3ce8cd76-26fe-102b-80cb-0017a47871b2,Estomatitis relacionada con VIH,HIV staging - HSV stomatitis,CONCEPT-SET,193,
7014024a-c0d0-4885-beab-f5166619be7c,3cdc6504-26fe-102b-80cb-0017a47871b2,Estreñimiento,Constipation,CONCEPT-SET,194,
7014024a-c0d0-4885-beab-f5166619be7c,3ccc49bc-26fe-102b-80cb-0017a47871b2,Exacerbación asmática,Asthma exacerbation,CONCEPT-SET,195,
7014024a-c0d0-4885-beab-f5166619be7c,b4a21c47-82a8-4dcd-9465-5bbc9245797a,Exacerbación de falla cardiaca,Congestive heart failure exacerbation,CONCEPT-SET,196,
7014024a-c0d0-4885-beab-f5166619be7c,3cd4734e-26fe-102b-80cb-0017a47871b2,Exposición a VIH,Exposure to HIV,CONCEPT-SET,197,
7014024a-c0d0-4885-beab-f5166619be7c,162316AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Exposición neonatal a sífilis,Newborn exposure to maternal syphilis,CONCEPT-SET,198,
7014024a-c0d0-4885-beab-f5166619be7c,3cd134f4-26fe-102b-80cb-0017a47871b2,Ezquizofrenia,Schizophrenia,CONCEPT-SET,199,
7014024a-c0d0-4885-beab-f5166619be7c,0670f6b9-5456-4bd3-86b1-846abc4fe2ba,Falla cardiaca,Heart failure,CONCEPT-SET,200,
7014024a-c0d0-4885-beab-f5166619be7c,fc85e7c1-910e-4877-922a-f5448339f303,Falla renal aguda,Acute renal failure,CONCEPT-SET,201,
7014024a-c0d0-4885-beab-f5166619be7c,3ccdf6b8-26fe-102b-80cb-0017a47871b2,Faringitis,Pharyngitis,CONCEPT-SET,202,
7014024a-c0d0-4885-beab-f5166619be7c,125816AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Faringitis estreptocócica,Streptococcal Sore Throat,CONCEPT-SET,203,
7014024a-c0d0-4885-beab-f5166619be7c,89080fbd-70b0-4504-9e08-7c2bfcfff01a,Faringoamigdalitis,Pharyngotonsillitis,CONCEPT-SET,204,
7014024a-c0d0-4885-beab-f5166619be7c,130304AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,faringolaringitis,Pharyngolaryngitis,CONCEPT-SET,205,
7014024a-c0d0-4885-beab-f5166619be7c,133443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fascitis necrotizante,Necrotizing Fasciitis,CONCEPT-SET,206,
7014024a-c0d0-4885-beab-f5166619be7c,3cd4fd00-26fe-102b-80cb-0017a47871b2,Fiebre,Fever of unknown origin,CONCEPT-SET,207,
7014024a-c0d0-4885-beab-f5166619be7c,120742AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,fiebre de Chikungunya,Chikungunya fever,CONCEPT-SET,208,
7014024a-c0d0-4885-beab-f5166619be7c,142591AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,fiebre hemorrágica dengue,Dengue haemorrhagic fever,CONCEPT-SET,209,
7014024a-c0d0-4885-beab-f5166619be7c,123112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,fiebre hemorrágica viral,Viral Hemorrhagic Fever,CONCEPT-SET,210,
7014024a-c0d0-4885-beab-f5166619be7c,06cc08fb-414a-46e6-8c20-136535609812,Fiebre reumática,Rheumatic fever without heart involvement,CONCEPT-SET,211,
7014024a-c0d0-4885-beab-f5166619be7c,3ccd2b02-26fe-102b-80cb-0017a47871b2,Fiebre tifoidea,Typhoid Fever,CONCEPT-SET,212,
7014024a-c0d0-4885-beab-f5166619be7c,163831AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Fimosis, parafimosis",Phimosis,CONCEPT-SET,213,
7014024a-c0d0-4885-beab-f5166619be7c,49AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fístula vesico-vaginal,Vesico-vaginal fistula,CONCEPT-SET,214,
7014024a-c0d0-4885-beab-f5166619be7c,148904AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fisura anal,Anal Fissure,CONCEPT-SET,215,
7014024a-c0d0-4885-beab-f5166619be7c,3cccff74-26fe-102b-80cb-0017a47871b2,Forunculosis,Furuncle of Skin and Subcutaneous Tissue,CONCEPT-SET,216,
7014024a-c0d0-4885-beab-f5166619be7c,3cce65bc-26fe-102b-80cb-0017a47871b2,Fractura,Fracture,CONCEPT-SET,217,
7014024a-c0d0-4885-beab-f5166619be7c,118003AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura costal,Fracture of rib,CONCEPT-SET,218,
7014024a-c0d0-4885-beab-f5166619be7c,118039AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura de antebrazo,Forearm Fracture,CONCEPT-SET,219,
7014024a-c0d0-4885-beab-f5166619be7c,118048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura de clavícula,Fracture of Clavicle,CONCEPT-SET,220,
7014024a-c0d0-4885-beab-f5166619be7c,156407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura de cráneo y huesos faciales,Fracture of skull and facial bones,CONCEPT-SET,221,
7014024a-c0d0-4885-beab-f5166619be7c,118033AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura de húmero,Fracture of Humerus,CONCEPT-SET,222,
7014024a-c0d0-4885-beab-f5166619be7c,118040AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura de pie,Fracture of Foot,CONCEPT-SET,223,
7014024a-c0d0-4885-beab-f5166619be7c,139871AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura de pierna,Fracture of Lower Leg,CONCEPT-SET,224,
7014024a-c0d0-4885-beab-f5166619be7c,132338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura expuesta,Open fracture,CONCEPT-SET,225,
7014024a-c0d0-4885-beab-f5166619be7c,118016AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura patellar,Patella fracture,CONCEPT-SET,226,
7014024a-c0d0-4885-beab-f5166619be7c,118014AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fractura pélvica,Fracture of pelvis,CONCEPT-SET,227,
7014024a-c0d0-4885-beab-f5166619be7c,156397AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fracturas de partes inespecíficas de la muñeca y la mano,fracture of other and unspecified parts of wrist and hand,CONCEPT-SET,228,
7014024a-c0d0-4885-beab-f5166619be7c,114931AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fracturas femorales,Femoral Fractures,CONCEPT-SET,229,
7014024a-c0d0-4885-beab-f5166619be7c,3cce5dd8-26fe-102b-80cb-0017a47871b2,Gastritis,Gastritis,CONCEPT-SET,230,
7014024a-c0d0-4885-beab-f5166619be7c,5f07e5fb-7b1d-4943-ba1e-c70fff05a004,Gastroduodenitis,Gastritis and duodenitis,CONCEPT-SET,231,
7014024a-c0d0-4885-beab-f5166619be7c,3cce8510-26fe-102b-80cb-0017a47871b2,Gastroenteritis,Gastroenteritis,CONCEPT-SET,232,
7014024a-c0d0-4885-beab-f5166619be7c,3ce6cb8e-26fe-102b-80cb-0017a47871b2,Gastroenteritis bacteriana,Bacterial gastroenteritis,CONCEPT-SET,233,
7014024a-c0d0-4885-beab-f5166619be7c,7a1f4372-244a-43b0-b535-83631bd27a1f,Gastroenteritis y colitis,Gastroenteritis and colitis,CONCEPT-SET,234,
7014024a-c0d0-4885-beab-f5166619be7c,139569AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Gastrosquisis,Gastroschisis,CONCEPT-SET,235,
7014024a-c0d0-4885-beab-f5166619be7c,a18f0792-c770-4985-a287-d6b52bca38be,Generalmente sano,General good health,CONCEPT-SET,236,
7014024a-c0d0-4885-beab-f5166619be7c,122043AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Gingivitis aguda,Acute Gingivitis,CONCEPT-SET,237,
7014024a-c0d0-4885-beab-f5166619be7c,117789AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,glaucoma,Glaucoma,CONCEPT-SET,238,
7014024a-c0d0-4885-beab-f5166619be7c,3cd4eca2-26fe-102b-80cb-0017a47871b2,Gonorrea,Gonorrhea,CONCEPT-SET,239,
7014024a-c0d0-4885-beab-f5166619be7c,d34c0f6f-2fc1-4a95-bbde-e98b073df299,Gota,Gout,CONCEPT-SET,240,
7014024a-c0d0-4885-beab-f5166619be7c,140147AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hallazgo relacionado con la presión sanguínea alta,Elevated blood pressure,CONCEPT-SET,241,
7014024a-c0d0-4885-beab-f5166619be7c,117711AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hallux valgus,Hallux valgus,CONCEPT-SET,242,
7014024a-c0d0-4885-beab-f5166619be7c,3cce889e-26fe-102b-80cb-0017a47871b2,Helmintiasis,Helminthiasis,CONCEPT-SET,243,
7014024a-c0d0-4885-beab-f5166619be7c,139006AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hematemesis,Haematemesis,CONCEPT-SET,244,
7014024a-c0d0-4885-beab-f5166619be7c,3cd48f5a-26fe-102b-80cb-0017a47871b2,Hematuria,Hematuria,CONCEPT-SET,245,
7014024a-c0d0-4885-beab-f5166619be7c,138961AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hemiparesia,Hemiparesis,CONCEPT-SET,246,
7014024a-c0d0-4885-beab-f5166619be7c,117655AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hemiplegia,Hemiplegia,CONCEPT-SET,247,
7014024a-c0d0-4885-beab-f5166619be7c,3cd656be-26fe-102b-80cb-0017a47871b2,Hemoptisis,Hemoptysis,CONCEPT-SET,248,
7014024a-c0d0-4885-beab-f5166619be7c,706b6f34-4bca-4617-9cf3-3eb77cfc0a38,Hemorragia,Hemorrhage,CONCEPT-SET,249,
7014024a-c0d0-4885-beab-f5166619be7c,116677AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hemorragia intracraneal,Intracerebral hemorrhage,CONCEPT-SET,250,
7014024a-c0d0-4885-beab-f5166619be7c,3ccc9a8e-26fe-102b-80cb-0017a47871b2,Hemorragia posparto,Postpartum hemorrhage,CONCEPT-SET,251,
7014024a-c0d0-4885-beab-f5166619be7c,78de357e-96f8-446c-89f7-b302e6040363,Hemorroides,Hemorrhoids,CONCEPT-SET,252,
7014024a-c0d0-4885-beab-f5166619be7c,124195AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hemotorax traumatico,Traumatic Haemothorax,CONCEPT-SET,253,
7014024a-c0d0-4885-beab-f5166619be7c,3ccc7892-26fe-102b-80cb-0017a47871b2,Hepatitis A,Hepatitis A,CONCEPT-SET,254,
7014024a-c0d0-4885-beab-f5166619be7c,3ccc7a0e-26fe-102b-80cb-0017a47871b2,Hepatitis B,Hepatitis B,CONCEPT-SET,255,
7014024a-c0d0-4885-beab-f5166619be7c,149743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hepatitis C aguda,Acute Hepatitis C,CONCEPT-SET,256,
7014024a-c0d0-4885-beab-f5166619be7c,145347AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hepatitis C crónica,Chronic Hepatitis C,CONCEPT-SET,257,
7014024a-c0d0-4885-beab-f5166619be7c,b83dbc0e-b17f-4376-a0b9-c91d905bc1d7,Hepatitis viral,Viral Hepatitis,CONCEPT-SET,258,
7014024a-c0d0-4885-beab-f5166619be7c,121812AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hepatitis viral aguda tipo B,Acute Type B Viral Hepatitis,CONCEPT-SET,259,
7014024a-c0d0-4885-beab-f5166619be7c,149151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hepatopatía alcohólica,Alcoholic Liver Damage,CONCEPT-SET,260,
7014024a-c0d0-4885-beab-f5166619be7c,2f05f798-082f-4f43-a030-b285c4a2f69b,Herida abierta,Open wound,CONCEPT-SET,261,
7014024a-c0d0-4885-beab-f5166619be7c,113919AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Herida infectada posoperatoria,Postoperative Wound Infection,CONCEPT-SET,262,
7014024a-c0d0-4885-beab-f5166619be7c,117549AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hernia con obstrucción,"Hernia, with Obstruction",CONCEPT-SET,263,
7014024a-c0d0-4885-beab-f5166619be7c,142420AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hernia diafragmática,Diaphragmatic Hernia,CONCEPT-SET,264,
7014024a-c0d0-4885-beab-f5166619be7c,118289AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hernia femoral,Femoral Hernia,CONCEPT-SET,265,
7014024a-c0d0-4885-beab-f5166619be7c,116954AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hernia inguinal,Inguinal hernia,CONCEPT-SET,266,
7014024a-c0d0-4885-beab-f5166619be7c,e7191785-b3bf-4027-8185-de575e526210,Hernia umbilical,Umbilical hernia NOS,CONCEPT-SET,267,
7014024a-c0d0-4885-beab-f5166619be7c,a9b348f4-4108-4b60-9af5-be599923ee23,Herpes simple,"Herpes simplex, Nos",CONCEPT-SET,268,
7014024a-c0d0-4885-beab-f5166619be7c,3cd48924-26fe-102b-80cb-0017a47871b2,Herpes zoster,Herpes Zoster,CONCEPT-SET,269,
7014024a-c0d0-4885-beab-f5166619be7c,117470AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hidrocefalia,Hydrocephalus,CONCEPT-SET,270,
7014024a-c0d0-4885-beab-f5166619be7c,117474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hidrocele,Hydrocele,CONCEPT-SET,271,
7014024a-c0d0-4885-beab-f5166619be7c,138660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hidrosadenitis supurativa,Hidradenitis suppurativa,CONCEPT-SET,272,
7014024a-c0d0-4885-beab-f5166619be7c,137699AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,himen imperforado,Imperforate hymen,CONCEPT-SET,273,
7014024a-c0d0-4885-beab-f5166619be7c,3cd15934-26fe-102b-80cb-0017a47871b2,Hiperemesis gravídica,Hyperemesis gravidarum,CONCEPT-SET,274,
7014024a-c0d0-4885-beab-f5166619be7c,117441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hiperlipidemia,Hyperlipidemia,CONCEPT-SET,275,
7014024a-c0d0-4885-beab-f5166619be7c,118634AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hiperplasia endometrial,Endometrial hyperplasia,CONCEPT-SET,276,
7014024a-c0d0-4885-beab-f5166619be7c,121162AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hiperplasia prostática benigna,Hyperplasia of prostate,CONCEPT-SET,277,
7014024a-c0d0-4885-beab-f5166619be7c,129240AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"hipertensión preexistente que complica el embarazo, parto y puerperio",Pre-existing hypertension complicating pregnancy and childbirth,CONCEPT-SET,278,
7014024a-c0d0-4885-beab-f5166619be7c,3cd50188-26fe-102b-80cb-0017a47871b2,Hipertesion,Hypertension,CONCEPT-SET,279,
7014024a-c0d0-4885-beab-f5166619be7c,641f4fe3-cac2-46c4-aa94-c8b6d05e9407,Hipoglicemia,Hypoglycemia,CONCEPT-SET,280,
7014024a-c0d0-4885-beab-f5166619be7c,138010AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hipospadias,Hypospadias,CONCEPT-SET,281,
7014024a-c0d0-4885-beab-f5166619be7c,51ba536f-6d36-4c43-9d3c-822f511b31ec,Hipotiroidismo,Hypothyroidism,CONCEPT-SET,282,
7014024a-c0d0-4885-beab-f5166619be7c,122793AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hipovitaminosis A con xeroftalmía,Xerophthalmia,CONCEPT-SET,283,
7014024a-c0d0-4885-beab-f5166619be7c,7b11675c-2c20-4fd5-8ccd-a5547f330ebd,Hipovolemia,Hypovolemic,CONCEPT-SET,284,
7014024a-c0d0-4885-beab-f5166619be7c,138603AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hirsutismo,Hirsutism,CONCEPT-SET,285,
7014024a-c0d0-4885-beab-f5166619be7c,3ccea1bc-26fe-102b-80cb-0017a47871b2,Ictericia,Jaundice,CONCEPT-SET,286,
7014024a-c0d0-4885-beab-f5166619be7c,125562AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,ideación suicida,Suicidal thoughts,CONCEPT-SET,287,
7014024a-c0d0-4885-beab-f5166619be7c,aba3e3ef-b63f-4d45-bbea-9fed319610dd,Impétigo,Impetigo,CONCEPT-SET,288,
7014024a-c0d0-4885-beab-f5166619be7c,155479AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Infarto cerebral,Cerebral infarction,CONCEPT-SET,289,
7014024a-c0d0-4885-beab-f5166619be7c,e26d7578-8d90-40f8-9d34-895c6bc53bba,Infección aguda de las vías respiratorias inferiores,Acute lower respiratory infection,CONCEPT-SET,290,
7014024a-c0d0-4885-beab-f5166619be7c,3cccf4a2-26fe-102b-80cb-0017a47871b2,Infeccion aguda de las vias respiratorias superiores,Upper respiratory tract infection,CONCEPT-SET,291,
7014024a-c0d0-4885-beab-f5166619be7c,3cebab22-26fe-102b-80cb-0017a47871b2,Infección asintomática de VIH,Asymptomatic HIV infection,CONCEPT-SET,292,
7014024a-c0d0-4885-beab-f5166619be7c,139502AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,infección de las vías genitourinarias en el embarazo,Genitourinary Tract Infection in Pregnancy,CONCEPT-SET,293,
7014024a-c0d0-4885-beab-f5166619be7c,3ccca36c-26fe-102b-80cb-0017a47871b2,Infección de vías urinarias,Urinary tract infection,CONCEPT-SET,294,
7014024a-c0d0-4885-beab-f5166619be7c,113169AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,infección por Salmonella,Salmonella Infection,CONCEPT-SET,295,
7014024a-c0d0-4885-beab-f5166619be7c,138405AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Infección por virus de la inmunodeficiencia humana,Human immunodeficiency virus (HIV) disease,CONCEPT-SET,296,
7014024a-c0d0-4885-beab-f5166619be7c,129285AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Infección postraumática de una herida,Posttraumatic wound infection,CONCEPT-SET,297,
7014024a-c0d0-4885-beab-f5166619be7c,137251AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,infértil,Infertile,CONCEPT-SET,298,
7014024a-c0d0-4885-beab-f5166619be7c,13ff96a3-7a34-409d-a96b-6fdc383c1443,Influenza,"Influenza, virus not identified",CONCEPT-SET,299,
7014024a-c0d0-4885-beab-f5166619be7c,3ccfb3b8-26fe-102b-80cb-0017a47871b2,Inoxicación alimentaria,"Toxicity, food",CONCEPT-SET,300,
7014024a-c0d0-4885-beab-f5166619be7c,116743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,insomnio,Insomnia,CONCEPT-SET,301,
7014024a-c0d0-4885-beab-f5166619be7c,7018a636-4e28-4681-969d-9caf98178abb,Insuficiencia hepática,Liver failure,CONCEPT-SET,302,
7014024a-c0d0-4885-beab-f5166619be7c,894f306e-a868-44b8-b580-93495e3cca4c,Insuficiencia renal,Renal failure,CONCEPT-SET,303,
7014024a-c0d0-4885-beab-f5166619be7c,130403AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Insuficiencia venosa periférica,Peripheral Venous Insufficiency,CONCEPT-SET,304,
7014024a-c0d0-4885-beab-f5166619be7c,148143AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,intento de suicidio,Attempted suicide,CONCEPT-SET,305,
7014024a-c0d0-4885-beab-f5166619be7c,3ccccc20-26fe-102b-80cb-0017a47871b2,Intoxicación,Toxicity,CONCEPT-SET,306,
7014024a-c0d0-4885-beab-f5166619be7c,136281AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,kernicterus del recién nacido,Kernicterus of newborn,CONCEPT-SET,307,
7014024a-c0d0-4885-beab-f5166619be7c,3cde6ab6-26fe-102b-80cb-0017a47871b2,Kwashiorkor,Kwashiorkor,CONCEPT-SET,308,
7014024a-c0d0-4885-beab-f5166619be7c,152202AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,kwashiorkor marásmico,Marasmic Kwashiorkor,CONCEPT-SET,309,
7014024a-c0d0-4885-beab-f5166619be7c,145066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Labio leporino,Cleft Lip,CONCEPT-SET,310,
7014024a-c0d0-4885-beab-f5166619be7c,123455AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,leiomioma del útero,Uterine leiomyoma,CONCEPT-SET,311,
7014024a-c0d0-4885-beab-f5166619be7c,3ccca93e-26fe-102b-80cb-0017a47871b2,Lepra,Leprosy,CONCEPT-SET,312,
7014024a-c0d0-4885-beab-f5166619be7c,116341AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,leptospirosis,Leptospirosis,CONCEPT-SET,313,
7014024a-c0d0-4885-beab-f5166619be7c,143153AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lesión contusa de rodilla,Crushing Injury of Knee,CONCEPT-SET,314,
7014024a-c0d0-4885-beab-f5166619be7c,143151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lesión contusa pierna,Crushing Injury of Lower Leg,CONCEPT-SET,315,
7014024a-c0d0-4885-beab-f5166619be7c,3ccd122a-26fe-102b-80cb-0017a47871b2,Lesión de cabeza,Head injury,CONCEPT-SET,316,
7014024a-c0d0-4885-beab-f5166619be7c,136883AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lesión del manguito rotador,Injury of tendon of the rotator cuff of shoulder,CONCEPT-SET,317,
7014024a-c0d0-4885-beab-f5166619be7c,137059AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lesión del plexo braquial,Injury of Brachial Plexus,CONCEPT-SET,318,
